task_name,index,prompt,answer,attribute
number_3,1,1분의 2을 수로 바꾸어서 출력해줘,2/1,easy
number_3,2,1분의 3을 수로 바꾸어서 출력해줘,3/1,easy
number_3,3,1분의 4을 수로 바꾸어서 출력해줘,4/1,easy
number_3,4,1분의 5을 수로 바꾸어서 출력해줘,5/1,easy
number_3,5,1분의 6을 수로 바꾸어서 출력해줘,6/1,easy
number_3,6,1분의 7을 수로 바꾸어서 출력해줘,7/1,easy
number_3,7,1분의 8을 수로 바꾸어서 출력해줘,8/1,easy
number_3,8,1분의 9을 수로 바꾸어서 출력해줘,9/1,easy
number_3,9,2분의 1을 수로 바꾸어서 출력해줘,1/2,easy
number_3,10,2분의 3을 수로 바꾸어서 출력해줘,3/2,easy
number_3,11,2분의 4을 수로 바꾸어서 출력해줘,4/2,easy
number_3,12,2분의 5을 수로 바꾸어서 출력해줘,5/2,easy
number_3,13,2분의 6을 수로 바꾸어서 출력해줘,6/2,easy
number_3,14,2분의 7을 수로 바꾸어서 출력해줘,7/2,easy
number_3,15,2분의 8을 수로 바꾸어서 출력해줘,8/2,easy
number_3,16,2분의 9을 수로 바꾸어서 출력해줘,9/2,easy
number_3,17,3분의 1을 수로 바꾸어서 출력해줘,1/3,easy
number_3,18,3분의 2을 수로 바꾸어서 출력해줘,2/3,easy
number_3,19,3분의 4을 수로 바꾸어서 출력해줘,4/3,easy
number_3,20,3분의 5을 수로 바꾸어서 출력해줘,5/3,easy
number_3,21,3분의 6을 수로 바꾸어서 출력해줘,6/3,easy
number_3,22,3분의 7을 수로 바꾸어서 출력해줘,7/3,easy
number_3,23,3분의 8을 수로 바꾸어서 출력해줘,8/3,easy
number_3,24,3분의 9을 수로 바꾸어서 출력해줘,9/3,easy
number_3,25,4분의 1을 수로 바꾸어서 출력해줘,1/4,easy
number_3,26,4분의 2을 수로 바꾸어서 출력해줘,2/4,easy
number_3,27,4분의 3을 수로 바꾸어서 출력해줘,3/4,easy
number_3,28,4분의 5을 수로 바꾸어서 출력해줘,5/4,easy
number_3,29,4분의 6을 수로 바꾸어서 출력해줘,6/4,easy
number_3,30,4분의 7을 수로 바꾸어서 출력해줘,7/4,easy
number_3,31,4분의 8을 수로 바꾸어서 출력해줘,8/4,easy
number_3,32,4분의 9을 수로 바꾸어서 출력해줘,9/4,easy
number_3,33,5분의 1을 수로 바꾸어서 출력해줘,1/5,easy
number_3,34,5분의 2을 수로 바꾸어서 출력해줘,2/5,easy
number_3,35,5분의 3을 수로 바꾸어서 출력해줘,3/5,easy
number_3,36,5분의 4을 수로 바꾸어서 출력해줘,4/5,easy
number_3,37,5분의 6을 수로 바꾸어서 출력해줘,6/5,easy
number_3,38,5분의 7을 수로 바꾸어서 출력해줘,7/5,easy
number_3,39,5분의 8을 수로 바꾸어서 출력해줘,8/5,easy
number_3,40,5분의 9을 수로 바꾸어서 출력해줘,9/5,easy
number_3,41,6분의 1을 수로 바꾸어서 출력해줘,1/6,easy
number_3,42,6분의 2을 수로 바꾸어서 출력해줘,2/6,easy
number_3,43,6분의 3을 수로 바꾸어서 출력해줘,3/6,easy
number_3,44,6분의 4을 수로 바꾸어서 출력해줘,4/6,easy
number_3,45,6분의 5을 수로 바꾸어서 출력해줘,5/6,easy
number_3,46,6분의 7을 수로 바꾸어서 출력해줘,7/6,easy
number_3,47,6분의 8을 수로 바꾸어서 출력해줘,8/6,easy
number_3,48,6분의 9을 수로 바꾸어서 출력해줘,9/6,easy
number_3,49,7분의 1을 수로 바꾸어서 출력해줘,1/7,easy
number_3,50,7분의 2을 수로 바꾸어서 출력해줘,2/7,easy
number_3,51,7분의 3을 수로 바꾸어서 출력해줘,3/7,easy
number_3,52,7분의 4을 수로 바꾸어서 출력해줘,4/7,easy
number_3,53,7분의 5을 수로 바꾸어서 출력해줘,5/7,easy
number_3,54,7분의 6을 수로 바꾸어서 출력해줘,6/7,easy
number_3,55,7분의 8을 수로 바꾸어서 출력해줘,8/7,easy
number_3,56,7분의 9을 수로 바꾸어서 출력해줘,9/7,easy
number_3,57,8분의 1을 수로 바꾸어서 출력해줘,1/8,easy
number_3,58,8분의 2을 수로 바꾸어서 출력해줘,2/8,easy
number_3,59,8분의 3을 수로 바꾸어서 출력해줘,3/8,easy
number_3,60,8분의 4을 수로 바꾸어서 출력해줘,4/8,easy
number_3,61,8분의 5을 수로 바꾸어서 출력해줘,5/8,easy
number_3,62,8분의 6을 수로 바꾸어서 출력해줘,6/8,easy
number_3,63,8분의 7을 수로 바꾸어서 출력해줘,7/8,easy
number_3,64,8분의 9을 수로 바꾸어서 출력해줘,9/8,easy
number_3,65,9분의 1을 수로 바꾸어서 출력해줘,1/9,easy
number_3,66,9분의 2을 수로 바꾸어서 출력해줘,2/9,easy
number_3,67,9분의 3을 수로 바꾸어서 출력해줘,3/9,easy
number_3,68,9분의 4을 수로 바꾸어서 출력해줘,4/9,easy
number_3,69,9분의 5을 수로 바꾸어서 출력해줘,5/9,easy
number_3,70,9분의 6을 수로 바꾸어서 출력해줘,6/9,easy
number_3,71,9분의 7을 수로 바꾸어서 출력해줘,7/9,easy
number_3,72,9분의 8을 수로 바꾸어서 출력해줘,8/9,easy
number_3,73,52분의 79을 수로 바꾸어서 출력해줘,79/52,medium
number_3,74,63분의 60을 수로 바꾸어서 출력해줘,60/63,medium
number_3,75,46분의 18을 수로 바꾸어서 출력해줘,18/46,medium
number_3,76,67분의 17을 수로 바꾸어서 출력해줘,17/67,medium
number_3,77,75분의 77을 수로 바꾸어서 출력해줘,77/75,medium
number_3,78,18분의 40을 수로 바꾸어서 출력해줘,40/18,medium
number_3,79,79분의 12을 수로 바꾸어서 출력해줘,12/79,medium
number_3,80,91분의 67을 수로 바꾸어서 출력해줘,67/91,medium
number_3,81,12분의 72을 수로 바꾸어서 출력해줘,72/12,medium
number_3,82,13분의 12을 수로 바꾸어서 출력해줘,12/13,medium
number_3,83,34분의 65을 수로 바꾸어서 출력해줘,65/34,medium
number_3,84,56분의 47을 수로 바꾸어서 출력해줘,47/56,medium
number_3,85,37분의 16을 수로 바꾸어서 출력해줘,16/37,medium
number_3,86,50분의 35을 수로 바꾸어서 출력해줘,35/50,medium
number_3,87,34분의 76을 수로 바꾸어서 출력해줘,76/34,medium
number_3,88,52분의 73을 수로 바꾸어서 출력해줘,73/52,medium
number_3,89,15분의 81을 수로 바꾸어서 출력해줘,81/15,medium
number_3,90,30분의 11을 수로 바꾸어서 출력해줘,11/30,medium
number_3,91,43분의 38을 수로 바꾸어서 출력해줘,38/43,medium
number_3,92,81분의 37을 수로 바꾸어서 출력해줘,37/81,medium
number_3,93,25분의 92을 수로 바꾸어서 출력해줘,92/25,medium
number_3,94,67분의 92을 수로 바꾸어서 출력해줘,92/67,medium
number_3,95,33분의 81을 수로 바꾸어서 출력해줘,81/33,medium
number_3,96,99분의 78을 수로 바꾸어서 출력해줘,78/99,medium
number_3,97,78분의 22을 수로 바꾸어서 출력해줘,22/78,medium
number_3,98,88분의 95을 수로 바꾸어서 출력해줘,95/88,medium
number_3,99,69분의 13을 수로 바꾸어서 출력해줘,13/69,medium
number_3,100,23분의 68을 수로 바꾸어서 출력해줘,68/23,medium
number_3,101,32분의 62을 수로 바꾸어서 출력해줘,62/32,medium
number_3,102,37분의 77을 수로 바꾸어서 출력해줘,77/37,medium
number_3,103,81분의 51을 수로 바꾸어서 출력해줘,51/81,medium
number_3,104,85분의 65을 수로 바꾸어서 출력해줘,65/85,medium
number_3,105,44분의 14을 수로 바꾸어서 출력해줘,14/44,medium
number_3,106,38분의 87을 수로 바꾸어서 출력해줘,87/38,medium
number_3,107,86분의 22을 수로 바꾸어서 출력해줘,22/86,medium
number_3,108,10분의 84을 수로 바꾸어서 출력해줘,84/10,medium
number_3,109,35분의 99을 수로 바꾸어서 출력해줘,99/35,medium
number_3,110,92분의 50을 수로 바꾸어서 출력해줘,50/92,medium
